dataset,model,method,method_label,seed,L,T,site,sigma,sigma_scale,scale_reference,actual_sigma,noise_repeat,noise_seed,accuracy,checkpoint
fashion_mnist,cnn6_vgg,old_detach,MNE-L2,42,16,16,post_input_if,0.75,absolute,1,0.75,2,20303103,55.440000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,old_detach,MNE-L2,42,16,16,post_input_if,0.75,absolute,1,0.75,3,20303104,55.030000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,old_detach,MNE-L2,42,16,16,post_input_if,0.75,absolute,1,0.75,4,20303105,55.580000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,old_detach,MNE-L2,42,16,16,post_input_if,1,absolute,1,1,0,20303201,42.850000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,old_detach,MNE-L2,42,16,16,post_input_if,1,absolute,1,1,1,20303202,42.310000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,old_detach,MNE-L2,42,16,16,post_input_if,1,absolute,1,1,2,20303203,42.610000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,old_detach,MNE-L2,42,16,16,post_input_if,1,absolute,1,1,3,20303204,42.020000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,old_detach,MNE-L2,42,16,16,post_input_if,1,absolute,1,1,4,20303205,43.090000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0,absolute,1,0,0,20302801,86.550000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.25,absolute,1,0.25,0,20302901,81.130000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.25,absolute,1,0.25,1,20302902,81.230000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.25,absolute,1,0.25,2,20302903,81.170000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.25,absolute,1,0.25,3,20302904,81.350000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.25,absolute,1,0.25,4,20302905,81.380000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.5,absolute,1,0.5,0,20303001,70.470000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.5,absolute,1,0.5,1,20303002,70.040000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.5,absolute,1,0.5,2,20303003,70.520000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.5,absolute,1,0.5,3,20303004,70.400000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.5,absolute,1,0.5,4,20303005,70.260000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.75,absolute,1,0.75,0,20303101,56.260000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.75,absolute,1,0.75,1,20303102,57.200000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.75,absolute,1,0.75,2,20303103,56.730000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.75,absolute,1,0.75,3,20303104,56.540000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,0.75,absolute,1,0.75,4,20303105,56.710000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,1,absolute,1,1,0,20303201,44.720000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,1,absolute,1,1,1,20303202,44.400000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,1,absolute,1,1,2,20303203,44.600000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,1,absolute,1,1,3,20303204,45.170000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_scale_trainable,MNE-L2 (BN/IF trainable),42,16,16,post_input_if,1,absolute,1,1,4,20303205,44.430000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_scale_trainable_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0,absolute,1,0,0,20302801,88.070000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,0,20302901,83.940000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,1,20302902,83.760000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,2,20302903,84.080000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,3,20302904,84.190000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,4,20302905,84.170000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.5,absolute,1,0.5,0,20303001,66.600000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.5,absolute,1,0.5,1,20303002,66.680000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.5,absolute,1,0.5,2,20303003,66.350000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.5,absolute,1,0.5,3,20303004,66.820000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.5,absolute,1,0.5,4,20303005,66.410000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.75,absolute,1,0.75,0,20303101,51.210000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.75,absolute,1,0.75,1,20303102,50.910000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.75,absolute,1,0.75,2,20303103,51.060000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.75,absolute,1,0.75,3,20303104,50.750000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,0.75,absolute,1,0.75,4,20303105,51.000000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,1,absolute,1,1,0,20303201,40.910000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,1,absolute,1,1,1,20303202,40.760000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,1,absolute,1,1,2,20303203,41.280000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,1,absolute,1,1,3,20303204,40.660000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,mne_global_wd_all,MNE-L2 + WD (all params),42,16,16,post_input_if,1,absolute,1,1,4,20303205,40.770000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_mne_global_wd_all_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0,absolute,1,0,0,20302801,88.290000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,0,20302901,79.110000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,1,20302902,79.490000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,2,20302903,79.540000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,3,20302904,79.530000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_vgg,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.25,absolute,1,0.25,4,20302905,79.380000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
